ID1,ID2,N_SNP,HetHet,IBS0,Kinship
Nbusc22_25,Nbusc23_39,46015,0.1167,0.0290,0.1005
Nbusc22_25,Nbusc23_49,45322,0.1067,0.0317,0.0685
Nbusc22_26,Nbusc23_39,46742,0.1085,0.0328,0.0741
Nbusc22_26,Nbusc23_49,45882,0.1073,0.0362,0.0537
Nbusc22_27,Nbusc23_34,42964,0.0902,0.0298,0.0459
Nbusc22_27,Nbusc23_39,45241,0.1071,0.0318,0.0641
Nbusc22_27,Nbusc23_49,44571,0.1020,0.0354,0.0522
Nbusc22_30,Nbusc23_34,42470,0.0887,0.0280,0.0589
Nbusc22_30,Nbusc23_38,45072,0.0935,0.0295,0.0644
Nbusc22_30,Nbusc23_39,44901,0.0972,0.0241,0.0635
Nbusc22_30,Nbusc23_44,44835,0.0830,0.0285,0.0476
Nbusc22_32,Nbusc23_39,47200,0.1140,0.0300,0.0883
Nbusc22_32,Nbusc23_44,47653,0.1060,0.0260,0.0811
Nbusc22_32,Nbusc23_49,46437,0.1051,0.0347,0.0622
Nbusc22_34,Nbusc22_36,43511,0.0985,0.0171,0.1284
Nbusc22_34,Nbusc22_37,43320,0.0913,0.0227,0.0887
Nbusc22_34,Nbusc22_40,43592,0.1419,0.0065,0.2662
Nbusc22_34,Nbusc22_41,44666,0.1045,0.0132,0.1511
Nbusc22_34,Nbusc22_47,43848,0.0897,0.0252,0.0686
Nbusc22_34,Nbusc22_48,43667,0.1043,0.0151,0.1428
Nbusc22_34,Nbusc22_63,45811,0.0899,0.0304,0.0451
Nbusc22_35,Nbusc22_36,43698,0.1054,0.0045,0.1954
Nbusc22_35,Nbusc22_37,43090,0.1085,0.0048,0.2042
Nbusc22_35,Nbusc22_48,43252,0.0869,0.0307,0.0451
Nbusc22_36,Nbusc22_37,43545,0.1242,0.0096,0.2211
Nbusc22_36,Nbusc22_40,43350,0.0919,0.0231,0.0872
Nbusc22_36,Nbusc22_41,44435,0.0975,0.0222,0.0924
Nbusc22_36,Nbusc22_48,43892,0.0952,0.0199,0.1003
Nbusc22_37,Nbusc22_40,42838,0.0938,0.0267,0.0737
Nbusc22_37,Nbusc22_41,44176,0.0889,0.0251,0.0645
Nbusc22_37,Nbusc22_48,43159,0.0905,0.0210,0.0823
Nbusc22_40,Nbusc22_41,44202,0.1067,0.0149,0.1473
Nbusc22_40,Nbusc22_47,43594,0.0904,0.0306,0.0498
Nbusc22_40,Nbusc22_48,43428,0.1037,0.0166,0.1350
Nbusc22_41,Nbusc22_44,45824,0.0912,0.0300,0.0557
Nbusc22_41,Nbusc22_45,45859,0.0905,0.0295,0.0565
Nbusc22_41,Nbusc22_47,44751,0.0881,0.0278,0.0626
Nbusc22_41,Nbusc22_48,44711,0.1321,0.0101,0.2203
Nbusc22_41,Nbusc22_49,43026,0.0869,0.0305,0.0456
Nbusc22_41,Nbusc22_63,46605,0.0868,0.0301,0.0467
Nbusc22_41,Nbusc22_65,45569,0.0937,0.0288,0.0459
Nbusc22_42,Nbusc22_43,46310,0.1520,0.0084,0.2622
Nbusc22_42,Nbusc22_44,47155,0.1490,0.0097,0.2484
Nbusc22_42,Nbusc22_45,47112,0.1362,0.0118,0.2174
Nbusc22_42,Nbusc22_46,46111,0.1178,0.0175,0.1432
Nbusc22_42,Nbusc22_47,45636,0.1171,0.0054,0.2090
Nbusc22_42,Nbusc22_48,45168,0.0915,0.0293,0.0576
Nbusc22_42,Nbusc22_53,45644,0.1223,0.0143,0.1630
Nbusc22_42,Nbusc22_54,46701,0.0999,0.0198,0.0961
Nbusc22_42,Nbusc22_55,46847,0.0980,0.0226,0.0975
Nbusc22_42,Nbusc22_57,47280,0.1027,0.0193,0.1222
Nbusc22_42,Nbusc22_58,47087,0.1006,0.0188,0.1159
Nbusc22_42,Nbusc22_59,47094,0.1097,0.0193,0.1357
Nbusc22_42,Nbusc22_60,47249,0.0962,0.0279,0.0539
Nbusc22_42,Nbusc22_63,47567,0.0990,0.0225,0.1014
Nbusc22_42,Nbusc22_64,47200,0.1136,0.0180,0.1210
Nbusc22_43,Nbusc22_44,46061,0.1332,0.0102,0.2159
Nbusc22_43,Nbusc22_45,45958,0.1283,0.0107,0.2072
Nbusc22_43,Nbusc22_46,45230,0.1323,0.0098,0.2020
Nbusc22_43,Nbusc22_47,44873,0.1185,0.0046,0.2134
Nbusc22_43,Nbusc22_53,44934,0.1312,0.0112,0.1937
Nbusc22_43,Nbusc22_54,45608,0.0956,0.0214,0.0841
Nbusc22_43,Nbusc22_55,45789,0.1015,0.0176,0.1260
Nbusc22_43,Nbusc22_57,46115,0.1039,0.0183,0.1266
Nbusc22_43,Nbusc22_58,45923,0.1019,0.0166,0.1291
Nbusc22_43,Nbusc22_59,46199,0.1142,0.0148,0.1616
Nbusc22_43,Nbusc22_60,46130,0.0983,0.0261,0.0664
Nbusc22_43,Nbusc22_63,46634,0.0991,0.0175,0.1227
Nbusc22_43,Nbusc22_64,46302,0.1194,0.0169,0.1390
Nbusc22_44,Nbusc22_45,46951,0.1541,0.0058,0.2725
Nbusc22_44,Nbusc22_46,45879,0.1344,0.0120,0.1953
Nbusc22_44,Nbusc22_47,45573,0.1163,0.0055,0.2020
Nbusc22_44,Nbusc22_48,44903,0.0921,0.0277,0.0637
Nbusc22_44,Nbusc22_53,45274,0.1184,0.0162,0.1506
Nbusc22_44,Nbusc22_54,46360,0.0995,0.0217,0.0883
Nbusc22_44,Nbusc22_55,46528,0.1055,0.0166,0.1339
Nbusc22_44,Nbusc22_57,46769,0.0981,0.0238,0.0916
Nbusc22_44,Nbusc22_58,46693,0.1003,0.0166,0.1212
Nbusc22_44,Nbusc22_59,47078,0.1263,0.0127,0.1903
Nbusc22_44,Nbusc22_60,47005,0.1067,0.0178,0.1146
Nbusc22_44,Nbusc22_63,47371,0.0979,0.0175,0.1158
Nbusc22_44,Nbusc22_64,46943,0.1208,0.0157,0.1469
Nbusc22_45,Nbusc22_46,45803,0.1387,0.0067,0.2280
Nbusc22_45,Nbusc22_47,45433,0.1183,0.0057,0.2088
Nbusc22_45,Nbusc22_48,44813,0.0916,0.0309,0.0532
Nbusc22_45,Nbusc22_53,45214,0.1222,0.0168,0.1553
Nbusc22_45,Nbusc22_54,46260,0.1026,0.0213,0.0924
Nbusc22_45,Nbusc22_55,46430,0.0972,0.0210,0.1020
Nbusc22_45,Nbusc22_57,46730,0.1006,0.0235,0.1022
Nbusc22_45,Nbusc22_58,46589,0.0970,0.0220,0.0988
Nbusc22_45,Nbusc22_59,46940,0.1202,0.0132,0.1811
Nbusc22_45,Nbusc22_60,46885,0.1100,0.0141,0.1336
Nbusc22_45,Nbusc22_63,47195,0.0974,0.0193,0.1115
Nbusc22_45,Nbusc22_64,46761,0.1187,0.0177,0.1344
Nbusc22_46,Nbusc22_47,44675,0.1143,0.0058,0.1807
Nbusc22_46,Nbusc22_51,45184,0.1027,0.0321,0.0675
Nbusc22_46,Nbusc22_53,44625,0.1442,0.0132,0.2116
Nbusc22_46,Nbusc22_54,45366,0.1169,0.0250,0.1173
Nbusc22_46,Nbusc22_55,45626,0.0978,0.0219,0.0835
Nbusc22_46,Nbusc22_57,45929,0.1017,0.0177,0.1090
Nbusc22_46,Nbusc22_58,45618,0.0930,0.0217,0.0741
Nbusc22_46,Nbusc22_59,45955,0.1154,0.0146,0.1465
Nbusc22_46,Nbusc22_60,46002,0.1262,0.0156,0.1648
Nbusc22_46,Nbusc22_61,44633,0.1044,0.0261,0.0910
Nbusc22_46,Nbusc22_62,45032,0.1021,0.0322,0.0584
Nbusc22_46,Nbusc22_63,46348,0.0959,0.0195,0.0900
Nbusc22_46,Nbusc22_64,45895,0.1346,0.0147,0.1822
Nbusc22_46,Nbusc22_65,45077,0.1109,0.0305,0.0861
Nbusc22_47,Nbusc22_48,44062,0.0911,0.0302,0.0582
Nbusc22_47,Nbusc22_53,44297,0.1148,0.0067,0.1793
Nbusc22_47,Nbusc22_59,45485,0.0935,0.0244,0.0866
Nbusc22_47,Nbusc22_61,44225,0.0878,0.0257,0.0539
Nbusc22_47,Nbusc22_63,46202,0.1312,0.0118,0.2075
Nbusc22_47,Nbusc22_64,45488,0.0979,0.0196,0.0817
Nbusc22_47,Nbusc22_65,44793,0.0941,0.0272,0.0533
Nbusc22_48,Nbusc22_49,42441,0.0887,0.0288,0.0557
Nbusc22_48,Nbusc22_63,45574,0.0913,0.0321,0.0476
Nbusc22_48,Nbusc22_65,44483,0.0965,0.0286,0.0521
Nbusc22_49,Nbusc22_50,42968,0.1156,0.0045,0.2183
Nbusc22_49,Nbusc22_51,43668,0.1163,0.0048,0.1912
Nbusc22_49,Nbusc22_52,43496,0.1061,0.0057,0.1807
Nbusc22_50,Nbusc22_51,45451,0.1281,0.0115,0.1869
Nbusc22_50,Nbusc22_52,45368,0.1121,0.0095,0.1766
Nbusc22_50,Nbusc22_61,44761,0.0949,0.0198,0.0879
Nbusc22_50,Nbusc22_62,45399,0.1078,0.0048,0.1849
Nbusc22_51,Nbusc22_52,46134,0.1428,0.0157,0.2026
Nbusc22_51,Nbusc22_53,44802,0.1045,0.0346,0.0619
Nbusc22_51,Nbusc22_54,45986,0.1078,0.0354,0.0610
Nbusc22_51,Nbusc22_60,46414,0.1041,0.0356,0.0507
Nbusc22_51,Nbusc22_61,45379,0.1135,0.0174,0.1426
Nbusc22_51,Nbusc22_62,46124,0.1295,0.0052,0.2200
Nbusc22_51,Nbusc22_64,46462,0.1071,0.0357,0.0528
Nbusc22_51,Nbusc22_65,45739,0.1050,0.0382,0.0472
Nbusc22_52,Nbusc22_53,44780,0.1025,0.0357,0.0455
Nbusc22_52,Nbusc22_61,45326,0.1140,0.0203,0.1329
Nbusc22_52,Nbusc22_62,45964,0.1245,0.0041,0.2233
Nbusc22_53,Nbusc22_54,45049,0.1158,0.0225,0.1255
Nbusc22_53,Nbusc22_55,45257,0.0939,0.0232,0.0700
Nbusc22_53,Nbusc22_57,45841,0.1000,0.0196,0.0997
Nbusc22_53,Nbusc22_58,45416,0.0926,0.0230,0.0665
Nbusc22_53,Nbusc22_59,45614,0.1080,0.0231,0.1014
Nbusc22_53,Nbusc22_60,45747,0.1195,0.0241,0.1213
Nbusc22_53,Nbusc22_61,44329,0.1041,0.0301,0.0785
Nbusc22_53,Nbusc22_62,44673,0.0993,0.0348,0.0443
Nbusc22_53,Nbusc22_63,46032,0.0974,0.0193,0.0964
Nbusc22_53,Nbusc22_64,45616,0.1436,0.0182,0.1848
Nbusc22_53,Nbusc22_65,44819,0.1093,0.0320,0.0792
Nbusc22_54,Nbusc22_55,46685,0.1383,0.0132,0.1944
Nbusc22_54,Nbusc22_56,45938,0.1071,0.0052,0.1654
Nbusc22_54,Nbusc22_57,47110,0.1429,0.0144,0.1981
Nbusc22_54,Nbusc22_58,46980,0.1345,0.0100,0.1993
Nbusc22_54,Nbusc22_59,46711,0.1055,0.0184,0.1112
Nbusc22_54,Nbusc22_60,47108,0.1580,0.0121,0.2346
Nbusc22_54,Nbusc22_61,45382,0.1047,0.0370,0.0473
Nbusc22_54,Nbusc22_64,46657,0.1254,0.0192,0.1494
Nbusc22_54,Nbusc22_65,45709,0.1054,0.0386,0.0474
Nbusc22_55,Nbusc22_56,46066,0.1056,0.0039,0.1948
Nbusc22_55,Nbusc22_57,47304,0.1316,0.0131,0.2033
Nbusc22_55,Nbusc22_58,47249,0.1526,0.0054,0.2812
Nbusc22_55,Nbusc22_59,46981,0.0978,0.0200,0.1126
Nbusc22_55,Nbusc22_60,47207,0.1336,0.0109,0.1916
Nbusc22_55,Nbusc22_64,46850,0.1017,0.0227,0.0788
Nbusc22_56,Nbusc22_57,46402,0.1123,0.0046,0.2023
Nbusc22_56,Nbusc22_58,46240,0.1076,0.0046,0.1995
Nbusc22_56,Nbusc22_60,46363,0.1138,0.0064,0.1690
Nbusc22_57,Nbusc22_58,47383,0.1401,0.0114,0.2268
Nbusc22_57,Nbusc22_59,47233,0.0973,0.0253,0.0863
Nbusc22_57,Nbusc22_60,47582,0.1231,0.0165,0.1498
Nbusc22_57,Nbusc22_64,47405,0.1006,0.0238,0.0749
Nbusc22_58,Nbusc22_59,47019,0.0960,0.0192,0.1116
Nbusc22_58,Nbusc22_60,47402,0.1250,0.0122,0.1667
Nbusc22_58,Nbusc22_64,47078,0.0992,0.0214,0.0778
Nbusc22_59,Nbusc22_60,47468,0.1050,0.0163,0.1144
Nbusc22_59,Nbusc22_63,47906,0.1154,0.0057,0.2023
Nbusc22_59,Nbusc22_64,47347,0.1310,0.0145,0.1710
Nbusc22_60,Nbusc22_61,46058,0.1040,0.0346,0.0487
Nbusc22_60,Nbusc22_62,46551,0.1050,0.0360,0.0446
Nbusc22_60,Nbusc22_64,47371,0.1251,0.0195,0.1481
Nbusc22_60,Nbusc22_65,46344,0.1039,0.0368,0.0497
Nbusc22_61,Nbusc22_62,45480,0.1295,0.0047,0.2248
Nbusc22_61,Nbusc22_63,46420,0.0930,0.0245,0.0737
Nbusc22_61,Nbusc22_64,45912,0.1120,0.0284,0.0875
Nbusc22_61,Nbusc22_65,45341,0.1105,0.0266,0.0981
Nbusc22_62,Nbusc22_65,45711,0.1022,0.0358,0.0452
Nbusc22_63,Nbusc22_64,47885,0.1224,0.0053,0.1887
Nbusc22_63,Nbusc22_65,46778,0.0963,0.0260,0.0658
Nbusc22_64,Nbusc22_65,46349,0.1115,0.0309,0.0818
Nbusc22_34,Nbusc23_06,43708,0.0879,0.0267,0.0507
Nbusc22_34,Nbusc23_07,44103,0.0809,0.0291,0.0460
Nbusc22_34,Nbusc23_14,44256,0.0890,0.0229,0.0870
Nbusc22_34,Nbusc23_15,44458,0.0857,0.0249,0.0704
Nbusc22_34,Nbusc23_19,45385,0.0874,0.0268,0.0637
Nbusc22_34,Nbusc23_27,43958,0.0880,0.0258,0.0685
Nbusc22_35,Nbusc23_08,44425,0.0919,0.0301,0.0567
Nbusc22_35,Nbusc23_19,44858,0.0874,0.0301,0.0499
Nbusc22_39,Nbusc23_08,43109,0.1146,0.0125,0.1708
Nbusc22_39,Nbusc23_09,42839,0.0900,0.0208,0.0829
Nbusc22_39,Nbusc23_10,42915,0.0901,0.0206,0.0932
Nbusc22_40,Nbusc23_14,43780,0.0868,0.0264,0.0670
Nbusc22_40,Nbusc23_15,43688,0.0849,0.0285,0.0512
Nbusc22_40,Nbusc23_19,44789,0.0853,0.0292,0.0510
Nbusc22_40,Nbusc23_27,43603,0.0872,0.0309,0.0473
Nbusc22_41,Nbusc23_01,45055,0.0878,0.0279,0.0553
Nbusc22_41,Nbusc23_03,45233,0.0888,0.0254,0.0665
Nbusc22_41,Nbusc23_19,46276,0.0874,0.0318,0.0451
Nbusc22_41,Nbusc23_27,44801,0.0869,0.0283,0.0549
Nbusc22_42,Nbusc23_04,47344,0.1084,0.0198,0.1324
Nbusc22_42,Nbusc23_06,45313,0.0920,0.0262,0.0753
Nbusc22_42,Nbusc23_13,46988,0.0987,0.0220,0.1033
Nbusc22_42,Nbusc23_19,47158,0.1030,0.0182,0.1239
Nbusc22_42,Nbusc23_26,46484,0.0904,0.0269,0.0691
Nbusc22_42,Nbusc23_27,45818,0.0951,0.0253,0.0814
Nbusc22_42,Nbusc23_30,47425,0.1060,0.0171,0.1160
Nbusc22_43,Nbusc23_04,46027,0.1017,0.0194,0.1183
Nbusc22_43,Nbusc23_06,44279,0.0886,0.0263,0.0686
Nbusc22_43,Nbusc23_13,45781,0.0961,0.0237,0.0925
Nbusc22_43,Nbusc23_19,46277,0.1031,0.0167,0.1301
Nbusc22_43,Nbusc23_26,45615,0.0951,0.0215,0.0960
Nbusc22_43,Nbusc23_27,44828,0.0928,0.0233,0.0800
Nbusc22_43,Nbusc23_30,46183,0.1064,0.0141,0.1323
Nbusc22_44,Nbusc23_04,47064,0.1126,0.0163,0.1529
Nbusc22_44,Nbusc23_06,44981,0.0957,0.0254,0.0846
Nbusc22_44,Nbusc23_13,46535,0.1020,0.0211,0.1128
Nbusc22_44,Nbusc23_19,47050,0.1026,0.0154,0.1314
Nbusc22_44,Nbusc23_26,46206,0.0961,0.0224,0.0934
Nbusc22_44,Nbusc23_27,45511,0.0925,0.0218,0.0811
Nbusc22_44,Nbusc23_30,46956,0.1072,0.0197,0.1089
Nbusc22_45,Nbusc23_04,46901,0.1133,0.0165,0.1511
Nbusc22_45,Nbusc23_06,44883,0.0984,0.0234,0.0962
Nbusc22_45,Nbusc23_13,46532,0.1017,0.0220,0.1116
Nbusc22_45,Nbusc23_19,46829,0.1036,0.0150,0.1393
Nbusc22_45,Nbusc23_26,46106,0.0927,0.0243,0.0842
Nbusc22_45,Nbusc23_27,45404,0.1003,0.0211,0.1058
Nbusc22_45,Nbusc23_30,46815,0.1061,0.0174,0.1158
Nbusc22_46,Nbusc23_04,46041,0.1067,0.0148,0.1324
Nbusc22_46,Nbusc23_06,44220,0.0964,0.0228,0.0831
Nbusc22_46,Nbusc23_13,45508,0.0929,0.0233,0.0692
Nbusc22_46,Nbusc23_19,45982,0.1023,0.0154,0.1148
Nbusc22_46,Nbusc23_26,45194,0.0942,0.0231,0.0742
Nbusc22_46,Nbusc23_27,44671,0.0970,0.0223,0.0760
Nbusc22_46,Nbusc23_30,46107,0.1242,0.0181,0.1568
Nbusc22_46,Nbusc23_32,45083,0.1059,0.0358,0.0529
Nbusc22_47,Nbusc23_04,45516,0.0859,0.0242,0.0641
Nbusc22_47,Nbusc23_06,43841,0.0887,0.0276,0.0587
Nbusc22_47,Nbusc23_19,45999,0.1417,0.0064,0.2541
Nbusc22_47,Nbusc23_26,44990,0.1054,0.0149,0.1472
Nbusc22_47,Nbusc23_27,44513,0.1068,0.0128,0.1575
Nbusc22_48,Nbusc23_01,44164,0.0893,0.0285,0.0551
Nbusc22_48,Nbusc23_06,43460,0.0910,0.0303,0.0524
Nbusc22_48,Nbusc23_19,45185,0.0887,0.0295,0.0548
Nbusc22_48,Nbusc23_27,44134,0.0910,0.0292,0.0594
Nbusc22_49,Nbusc23_01,42686,0.0880,0.0290,0.0567
Nbusc22_49,Nbusc23_17,43013,0.0844,0.0280,0.0574
Nbusc22_49,Nbusc23_27,42711,0.0862,0.0291,0.0537
Nbusc22_51,Nbusc23_30,46535,0.1048,0.0353,0.0577
Nbusc22_51,Nbusc23_32,45476,0.1028,0.0363,0.0458
Nbusc22_52,Nbusc23_32,45215,0.1018,0.0373,0.0484
Nbusc22_53,Nbusc23_04,45787,0.1038,0.0215,0.1022
Nbusc22_53,Nbusc23_06,43873,0.0974,0.0249,0.0781
Nbusc22_53,Nbusc23_13,45413,0.0990,0.0209,0.0929
Nbusc22_53,Nbusc23_19,45742,0.1075,0.0155,0.1281
Nbusc22_53,Nbusc23_26,45014,0.0952,0.0235,0.0752
Nbusc22_53,Nbusc23_27,44258,0.1000,0.0239,0.0787
Nbusc22_53,Nbusc23_30,45832,0.1197,0.0194,0.1426
Nbusc22_53,Nbusc23_32,44548,0.1054,0.0339,0.0597
Nbusc22_54,Nbusc23_04,46809,0.1050,0.0187,0.1120
Nbusc22_54,Nbusc23_06,44815,0.0976,0.0286,0.0583
Nbusc22_54,Nbusc23_13,46884,0.1435,0.0077,0.2291
Nbusc22_54,Nbusc23_30,47224,0.1544,0.0174,0.2121
Nbusc22_54,Nbusc23_32,45755,0.1058,0.0327,0.0627
Nbusc22_55,Nbusc23_04,47056,0.1057,0.0176,0.1319
Nbusc22_55,Nbusc23_06,45022,0.0918,0.0275,0.0662
Nbusc22_55,Nbusc23_13,47236,0.1428,0.0100,0.2387
Nbusc22_55,Nbusc23_30,47334,0.1294,0.0134,0.1732
Nbusc22_56,Nbusc23_13,46076,0.1091,0.0046,0.1955
Nbusc22_56,Nbusc23_30,46530,0.1155,0.0062,0.1768
Nbusc22_57,Nbusc23_04,47422,0.1049,0.0181,0.1313
Nbusc22_57,Nbusc23_06,45465,0.1012,0.0285,0.0839
Nbusc22_57,Nbusc23_13,47307,0.1277,0.0133,0.1947
Nbusc22_57,Nbusc23_30,47968,0.1446,0.0101,0.2196
Nbusc22_58,Nbusc23_04,47204,0.1049,0.0155,0.1358
Nbusc22_58,Nbusc23_06,45258,0.0896,0.0252,0.0685
Nbusc22_58,Nbusc23_13,47190,0.1438,0.0083,0.2503
Nbusc22_58,Nbusc23_30,47675,0.1367,0.0112,0.1976
Nbusc22_59,Nbusc23_04,47361,0.1030,0.0175,0.1286
Nbusc22_59,Nbusc23_06,45223,0.0969,0.0270,0.0777
Nbusc22_59,Nbusc23_13,46881,0.0944,0.0215,0.1004
Nbusc22_59,Nbusc23_19,47401,0.0989,0.0185,0.1188
Nbusc22_59,Nbusc23_26,46364,0.0924,0.0244,0.0838
Nbusc22_59,Nbusc23_27,45558,0.0929,0.0268,0.0716
Nbusc22_59,Nbusc23_30,47346,0.1005,0.0228,0.0825
Nbusc22_60,Nbusc23_04,47680,0.1094,0.0138,0.1348
Nbusc22_60,Nbusc23_06,45578,0.1029,0.0259,0.0742
Nbusc22_60,Nbusc23_13,47479,0.1342,0.0118,0.1899
Nbusc22_60,Nbusc23_30,47751,0.1588,0.0096,0.2456
Nbusc22_60,Nbusc23_32,46264,0.1068,0.0352,0.0548
Nbusc22_61,Nbusc23_27,44422,0.0875,0.0270,0.0444
Nbusc22_61,Nbusc23_30,45956,0.1031,0.0344,0.0539
Nbusc22_61,Nbusc23_32,44887,0.1040,0.0349,0.0627
Nbusc22_62,Nbusc23_30,46485,0.1036,0.0353,0.0443
Nbusc22_62,Nbusc23_32,45325,0.1022,0.0362,0.0542
Nbusc22_63,Nbusc23_04,47537,0.0866,0.0283,0.0555
Nbusc22_63,Nbusc23_07,46558,0.0906,0.0298,0.0476
Nbusc22_63,Nbusc23_19,48006,0.1435,0.0090,0.2418
Nbusc22_63,Nbusc23_26,47096,0.1049,0.0147,0.1450
Nbusc22_63,Nbusc23_27,46229,0.1058,0.0154,0.1413
Nbusc22_64,Nbusc23_04,47241,0.1055,0.0190,0.1045
Nbusc22_64,Nbusc23_06,45347,0.0946,0.0263,0.0566
Nbusc22_64,Nbusc23_13,46931,0.1040,0.0236,0.0800
Nbusc22_64,Nbusc23_19,47428,0.1046,0.0178,0.1033
Nbusc22_64,Nbusc23_26,46502,0.0946,0.0242,0.0620
Nbusc22_64,Nbusc23_27,45779,0.0983,0.0231,0.0697
Nbusc22_64,Nbusc23_30,47371,0.1217,0.0234,0.1300
Nbusc22_64,Nbusc23_32,45916,0.1072,0.0342,0.0536
Nbusc22_65,Nbusc23_04,46304,0.0914,0.0281,0.0506
Nbusc22_65,Nbusc23_06,44454,0.0927,0.0301,0.0467
Nbusc22_65,Nbusc23_19,46338,0.0933,0.0254,0.0576
Nbusc22_65,Nbusc23_30,46346,0.1069,0.0368,0.0552
Nbusc22_65,Nbusc23_32,45282,0.1059,0.0375,0.0474
Nbusc22_41,Nbusc23_34,44422,0.0898,0.0280,0.0589
Nbusc22_41,Nbusc23_39,46825,0.0994,0.0274,0.0562
Nbusc22_46,Nbusc23_39,46269,0.1086,0.0307,0.0756
Nbusc22_46,Nbusc23_49,45623,0.1055,0.0330,0.0655
Nbusc22_48,Nbusc23_34,43539,0.0944,0.0253,0.0793
Nbusc22_48,Nbusc23_39,45559,0.1075,0.0272,0.0719
Nbusc22_49,Nbusc23_34,42135,0.0921,0.0235,0.0865
Nbusc22_49,Nbusc23_43,41632,0.0872,0.0323,0.0446
Nbusc22_51,Nbusc23_37,48614,0.1058,0.0384,0.0469
Nbusc22_51,Nbusc23_39,46948,0.1120,0.0286,0.0878
Nbusc22_51,Nbusc23_49,46264,0.1074,0.0337,0.0707
Nbusc22_52,Nbusc23_39,46720,0.1069,0.0324,0.0564
Nbusc22_52,Nbusc23_49,45911,0.1041,0.0338,0.0634
Nbusc22_53,Nbusc23_37,47615,0.1057,0.0374,0.0488
Nbusc22_53,Nbusc23_39,46011,0.1118,0.0326,0.0748
Nbusc22_53,Nbusc23_49,45373,0.1093,0.0356,0.0675
Nbusc22_54,Nbusc23_49,46484,0.1088,0.0377,0.0521
Nbusc22_55,Nbusc23_38,47742,0.0896,0.0305,0.0520
Nbusc22_56,Nbusc23_38,47055,0.0958,0.0263,0.0762
Nbusc22_57,Nbusc23_38,48284,0.0939,0.0298,0.0659
Nbusc22_58,Nbusc23_38,47978,0.0907,0.0279,0.0612
Nbusc22_60,Nbusc23_39,47762,0.1081,0.0379,0.0554
Nbusc22_60,Nbusc23_49,46983,0.1081,0.0343,0.0606
Nbusc22_61,Nbusc23_39,46440,0.1075,0.0326,0.0650
Nbusc22_61,Nbusc23_49,45519,0.1033,0.0317,0.0729
Nbusc22_62,Nbusc23_49,46234,0.1012,0.0324,0.0609
Nbusc22_64,Nbusc23_39,47628,0.1153,0.0326,0.0854
Nbusc22_64,Nbusc23_49,46821,0.1083,0.0329,0.0639
Nbusc22_65,Nbusc23_39,46923,0.1251,0.0215,0.1408
Nbusc22_65,Nbusc23_44,47360,0.1318,0.0168,0.1681
Nbusc22_65,Nbusc23_49,46198,0.1055,0.0341,0.0633
Nbusc23_03,Nbusc23_09,45979,0.1076,0.0049,0.1983
Nbusc23_03,Nbusc23_10,46248,0.1064,0.0046,0.2047
Nbusc23_04,Nbusc23_06,45711,0.1203,0.0044,0.2171
Nbusc23_04,Nbusc23_13,47054,0.1015,0.0206,0.1121
Nbusc23_04,Nbusc23_19,47327,0.0835,0.0273,0.0458
Nbusc23_04,Nbusc23_26,46535,0.0854,0.0297,0.0444
Nbusc23_04,Nbusc23_30,47495,0.1028,0.0206,0.0995
Nbusc23_06,Nbusc23_08,44827,0.0949,0.0338,0.0474
Nbusc23_06,Nbusc23_13,45069,0.0934,0.0294,0.0628
Nbusc23_06,Nbusc23_14,44348,0.0977,0.0207,0.0969
Nbusc23_06,Nbusc23_15,44508,0.1008,0.0195,0.1129
Nbusc23_06,Nbusc23_21,43592,0.0927,0.0293,0.0543
Nbusc23_06,Nbusc23_26,44835,0.0920,0.0314,0.0511
Nbusc23_06,Nbusc23_30,45611,0.0965,0.0269,0.0630
Nbusc23_08,Nbusc23_09,46582,0.1165,0.0057,0.2061
Nbusc23_08,Nbusc23_10,46950,0.1140,0.0050,0.2043
Nbusc23_08,Nbusc23_27,45353,0.0874,0.0312,0.0456
Nbusc23_09,Nbusc23_10,46912,0.1338,0.0109,0.2240
Nbusc23_13,Nbusc23_30,47329,0.1274,0.0164,0.1600
Nbusc23_14,Nbusc23_15,45347,0.1257,0.0097,0.2204
Nbusc23_15,Nbusc23_20,44194,0.0850,0.0291,0.0544
Nbusc23_15,Nbusc23_21,44220,0.0829,0.0285,0.0493
Nbusc23_19,Nbusc23_26,46861,0.1092,0.0052,0.1916
Nbusc23_19,Nbusc23_27,46118,0.1164,0.0051,0.2137
Nbusc23_21,Nbusc23_23,44909,0.0844,0.0271,0.0589
Nbusc23_22,Nbusc23_31,45930,0.0947,0.0195,0.1108
Nbusc23_22,Nbusc23_32,46137,0.1053,0.0159,0.1314
Nbusc23_22,Nbusc23_33,46290,0.1099,0.0048,0.2056
Nbusc23_26,Nbusc23_27,45564,0.1188,0.0134,0.1785
Nbusc23_30,Nbusc23_32,46317,0.1070,0.0356,0.0538
Nbusc23_31,Nbusc23_32,45559,0.1095,0.0146,0.1390
Nbusc23_31,Nbusc23_33,45821,0.1179,0.0120,0.1914
Nbusc23_32,Nbusc23_33,45710,0.1110,0.0156,0.1418
Nbusc23_03,Nbusc23_42,40164,0.0824,0.0299,0.0457
Nbusc23_12,Nbusc23_42,38819,0.0929,0.0275,0.0686
Nbusc23_12,Nbusc23_46,44101,0.1274,0.0113,0.2124
Nbusc23_12,Nbusc23_X,44665,0.0903,0.0323,0.0492
Nbusc23_13,Nbusc23_38,47912,0.0899,0.0311,0.0530
